age,children,income,numHandsets,handsetAge,smartPhone,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
44,True,8,2,405,True,A,False,true,141.21,695.25,72.29,201.0,0.0,3.295,0.0388,40.62,78.67,21.0,8.206740649,-1.62652318,9.33,34,1.67,0,0,0,False
34,True,5,1,578,False,B,False,true,37.12,422.5,29.99,82.0,0.0,1.41,0.231,35.56,2.67,0.67,2.105088679,-0.388285747,9.33,19,0.67,0,0,0,False
34,False,0,1,226,True,C,True,false,163.67,1202.5,59.99,279.25,0.0,2.49,-0.8298,367.35,85.67,40.67,1.510901206,-7.544099112,28.67,7,0.67,0,0,0,True
34,False,0,1,579,True,B,True,false,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.70917747,0.0,20,0.0,1,0,0,True
26,False,6,8,48,True,E,False,true,60.24,612.0,69.99,0.0,0.0,-0.88,0.0148,127.87,57.67,35.67,1.081792453,5.578325756,15.33,17,0.0,0,0,0,True
56,True,9,1,1315,True,A,False,true,30.4,191.0,29.99,0.0,0.0,-0.72,0.0248,16.82,0.67,0.0,2.941402163,12.67688269,7.67,44,0.0,0,0,0,True
50,True,8,3,168,True,C,False,true,40.5,660.5,29.99,21.5,0.0,-4.29,-0.2102,255.06,53.33,25.0,0.626419398,-4.401494066000001,10.0,22,0.0,0,0,0,True
34,False,0,4,515,True,E,True,false,69.31,624.75,29.5,147.75,0.0,-12.495,-1.3862,307.51,50.0,0.0,2.18664,9.649644139,14.67,21,0.0,0,0,0,True
26,False,7,3,102,True,E,True,true,96.95,1281.0,84.99,0.0,0.0,-9.72,-0.2396,209.43,37.0,1.67,1.7435102669999998,9.701018422999999,20.67,8,3.67,0,0,0,False
34,False,0,1,558,False,D,True,false,44.42,222.25,29.83,33.25,0.0,-0.225,-0.0406,62.57,7.33,0.0,0.661072972,5.8812492810000006,1.33,18,0.67,0,0,0,True
58,False,6,2,123,True,B,False,true,44.69,593.0,49.99,11.75,0.0,-0.66,-0.086,184.04,60.33,28.67,2.741204403,-12.55666094,4.67,7,5.0,0,0,0,True
34,False,0,2,38,True,C,True,false,36.19,868.5,44.62,8.5,1.05,-12.81,-0.14,204.0,95.33,47.33,0.415153374,10.94360048,11.0,12,6.33,0,0,0,True
30,False,3,3,536,True,A,False,true,102.68,919.25,70.31,79.0,0.0,8.175,1.6828,279.01,34.0,10.67,1.968503937,1.177499589,24.0,32,2.67,0,0,0,True
32,False,5,2,302,True,B,False,true,10.0,188.75,10.0,0.0,0.0,-1.775,0.0,70.94,8.0,14.0,2.672405312,5.786373827999999,1.33,15,0.0,0,0,0,False
34,False,0,1,184,True,E,True,false,10.01,169.0,9.8,0.0,0.0,-2.44,-0.0002,10.81,0.0,0.0,2.814258912,5.3833658920000005,0.0,6,0.33,0,0,0,True
34,False,0,1,215,True,B,True,false,90.21,926.5,59.99,83.75,0.0,1.07,-0.7244,157.95,74.67,22.67,0.640137582,-6.977588729,17.0,8,2.33,0,0,0,True
30,False,5,2,208,True,B,False,false,8.09,32.25,4.84,0.0,0.0,-0.245,0.1032,0.0,0.33,0.0,0.884659746,-4.0048822930000005,0.33,15,0.0,0,0,0,False
34,False,5,1,342,True,B,False,true,60.7,173.5,79.99,0.0,0.71,0.13,-0.0142,16.59,3.33,0.0,0.92926045,-10.8788091,0.0,12,0.0,0,0,0,False
46,True,6,1,1051,False,A,False,true,5.3,8.5,5.0,0.5,0.0,-0.13,-0.011,0.0,0.0,0.0,0.335,10.84776861,0.0,35,0.0,1,1,0,False
34,False,8,1,670,True,B,False,true,43.16,241.25,29.99,31.25,0.0,-0.625,-0.1642,58.1,11.67,0.0,2.174015132,8.992734995,10.33,23,0.0,0,0,0,True
30,False,6,1,359,True,A,False,true,29.64,359.25,10.0,64.5,0.29,2.375,-0.3928,40.87,13.33,3.0,3.877106453,4.270888422,4.33,12,1.0,0,0,0,True
62,False,9,1,371,True,B,False,true,49.99,37.0,59.99,0.0,0.0,0.54,0.0,0.0,0.67,0.0,2.19760479,8.018488579,0.0,13,0.0,0,0,0,True
54,True,6,1,409,True,B,False,true,47.47,599.75,44.99,6.75,1.64,-1.755,-0.0514,101.86,72.0,19.67,0.442794118,7.461375245,2.0,14,0.0,0,0,0,True
34,False,0,2,121,True,C,True,false,83.38,1133.5,50.0,131.25,0.0,6.03,1.5074,258.16,44.0,7.0,0.6964711929999999,-16.61750802,63.0,13,15.0,0,0,0,True
26,False,8,2,159,True,C,False,true,94.14,1662.25,84.99,35.5,0.0,0.795,-0.3038,763.16,106.0,42.0,0.919042104,0.900280635,8.67,7,1.33,0,0,0,False
32,True,8,2,324,True,B,False,false,33.99,58.75,39.99,0.0,0.0,0.005,0.0,9.45,2.33,1.33,1.592087312,-3.392110897,2.0,11,0.0,0,0,0,True
34,False,0,2,181,True,B,True,false,66.48,1019.75,69.99,18.25,0.0,-2.715,-0.1214,340.14,110.67,26.0,0.802555767,2.668789513,4.33,14,0.67,0,0,0,True
34,False,0,1,1250,True,D,True,false,10.24,459.5,10.0,0.0,0.24,-1.29,0.0142,391.35,36.0,8.33,5.219623793,3.649376387,6.33,42,0.0,0,0,0,False
44,True,6,1,833,False,A,False,true,31.15,19.75,29.99,0.0,0.64,-0.115,-0.0232,0.0,0.67,0.0,1.309468822,9.690860401,0.33,27,0.0,0,0,0,False
24,False,1,2,66,True,D,False,true,54.36,288.25,17.33,48.0,5.1,-3.025,0.8526,68.45,12.67,3.67,1.452321804,-12.25569063,14.67,14,0.33,1,1,0,True
54,False,3,1,677,True,B,False,true,89.36,749.75,49.99,119.75,2.78,14.625,2.1036,47.9,59.67,0.0,1.378314607,10.67482934,7.0,23,0.0,0,0,0,True
50,True,4,1,382,True,E,False,true,35.18,5.0,34.82,0.0,0.0,0.0,-0.1038,1.08,0.67,0.33,0.498127341,10.70358373,0.0,13,0.67,0,0,0,False
52,True,9,3,444,False,G,False,true,42.69,243.0,30.0,26.25,0.0,4.26,0.5662,60.35,9.33,2.67,1.97578605,-1.1721378059999998,9.0,24,2.0,0,0,0,True
38,False,6,8,18,True,A,False,true,80.63,1053.25,74.99,21.75,0.0,-4.405,-0.0468,275.94,41.33,3.67,5.936428571,-7.764364057000001,15.67,42,0.0,0,0,0,False
34,False,0,2,30,True,E,True,false,134.69,2378.0,94.99,204.5,0.8,18.6,1.7908,559.17,131.0,25.0,1.340687328,-4.901933866,95.33,10,6.67,0,0,0,True
60,True,6,3,122,True,B,False,true,45.13,384.75,39.99,43.25,0.0,1.685,0.5092,76.06,7.0,4.67,1.21675,-13.4296737,5.67,26,0.0,0,0,0,False
48,False,6,2,492,True,B,False,true,33.68,256.0,37.49,10.5,0.0,1.04,-0.0588,32.33,14.0,2.0,1.66388001,-1.455847386,13.0,24,4.0,0,0,0,False
34,False,0,1,349,True,G,True,false,50.89,673.0,44.99,0.0,2.8,-1.62,0.7826,132.76,54.0,4.0,0.584286011,-7.267448725,13.0,12,0.0,0,0,0,True
34,False,0,1,489,True,A,True,false,81.72,639.25,89.99,0.0,0.0,-5.445,-0.0346,138.85,77.33,33.33,1.426718547,9.364443005,13.67,17,0.0,0,0,0,True
34,True,7,2,642,False,A,False,true,30.25,92.5,30.0,0.0,0.0,-0.25,-0.005,18.05,3.33,0.0,4.69088812,-14.99012287,4.0,33,0.0,0,0,0,True
48,True,3,1,316,True,D,False,true,66.13,539.0,44.99,71.25,0.0,2.42,0.304,157.99,22.33,0.33,1.144189189,8.721226321,3.0,11,7.33,0,0,0,False
50,True,6,1,628,True,D,True,false,54.79,598.0,44.99,43.75,3.99,2.0,0.7768,38.82,6.33,0.33,1.4158098769999998,-6.268801635,2.67,21,0.0,0,0,0,True
34,False,0,2,379,True,C,True,false,244.57,4093.5,210.41,211.25,0.0,-26.81,-0.6916,1549.93,236.67,123.67,2.826580819,-13.7490663,30.0,16,12.67,1,1,0,True
34,False,0,1,326,True,B,True,false,89.49,268.0,94.99,0.0,0.0,1.06,0.01,130.8,0.67,1.67,1.194375,3.525636962,0.67,11,0.0,0,0,2,True
42,True,5,1,309,True,D,False,true,38.06,314.25,44.99,7.5,0.2,-1.905,-0.0458,0.0,0.0,0.0,0.0,-0.845259403,0.0,10,0.0,0,0,0,True
58,False,9,1,920,True,A,False,true,30.52,62.5,30.0,0.0,0.0,-0.39,-0.0104,0.0,0.0,0.0,0.8018018020000001,-6.66119375,1.33,30,0.0,0,0,0,True
58,False,4,2,199,True,B,False,true,30.27,0.25,40.0,0.0,0.0,0.015,-0.0054,0.0,0.0,0.0,0.0,-2.595664124,0.0,12,0.0,0,0,0,True
36,False,9,1,777,False,A,False,true,33.24,53.5,39.99,0.0,0.0,-0.01,0.0,1.71,0.0,0.0,1.7580144780000002,13.60359496,3.0,26,0.0,0,0,0,False
28,False,6,2,542,True,C,False,true,85.16,478.5,49.99,103.75,2.3,3.63,0.4456,128.7,20.67,2.67,1.847894737,0.601595118,14.33,26,0.0,0,0,2,True
40,True,6,2,138,True,D,False,true,72.13,781.25,59.99,70.5,0.0,-1.145,-0.423,371.8,34.33,15.0,1.01947021,-10.77047331,9.33,13,2.0,0,0,0,True
70,False,1,2,1007,False,C,False,true,20.03,96.0,16.99,2.25,0.0,0.26,-0.0008,1.38,10.0,0.0,1.063571429,-5.661931764,4.0,35,19.33,0,0,0,False
32,True,5,8,324,True,A,False,true,84.11,810.0,59.99,111.25,0.0,-0.92,0.1096,250.38,113.67,71.33,2.813120112,12.76714373,20.0,44,0.0,1,1,0,True
66,False,2,1,745,True,B,False,true,22.6,173.25,22.5,0.25,0.0,-2.465,-0.452,0.0,0.0,0.0,0.0,-0.7269331059999999,0.0,25,0.0,1,0,0,True
40,False,7,1,371,True,B,False,true,48.96,314.0,29.99,51.25,0.0,-1.3,-0.3314,113.2,25.33,14.67,2.025043392,1.144606586,7.33,12,0.0,0,0,0,False
26,False,5,2,618,True,B,False,true,53.1,333.0,44.99,51.75,0.0,-1.94,-0.3622,60.94,5.33,0.67,2.435769231,-0.070341925,2.67,21,0.0,0,0,0,False
52,True,9,1,860,False,A,False,true,57.42,544.5,59.99,14.25,0.0,1.47,0.4064,79.48,36.33,6.67,2.127352941,-5.101144669,7.0,29,2.33,0,0,0,False
34,False,0,2,272,True,G,True,false,44.28,754.5,22.5,61.5,0.0,-8.07,-0.8856,204.45,93.0,26.33,0.621234352,7.048781367999999,32.0,18,0.67,0,0,0,False
34,False,0,2,660,True,C,True,false,30.0,218.25,30.0,0.0,0.0,0.255,0.0,49.73,12.67,14.67,2.183315038,-4.46097141,20.67,23,1.33,0,0,0,True
36,False,4,1,564,False,C,False,true,10.68,62.75,9.84,0.0,0.0,-0.115,0.0346,11.34,0.0,0.0,2.498929336,3.223393283,1.67,19,0.0,1,1,0,True
44,False,5,1,1241,False,A,False,true,15.0,45.75,15.0,0.0,0.0,-0.475,0.0,6.73,0.0,0.0,0.703333333,-9.419355765,1.0,41,0.0,0,0,0,True
34,False,0,2,20,True,C,True,false,109.64,1513.25,94.99,6.0,20.18,-1.425,-0.4498,576.72,51.33,9.0,0.436041441,-12.73354161,97.33,7,4.0,0,0,2,True
58,False,3,8,237,True,E,False,true,102.61,752.75,72.49,123.75,0.0,0.245,-0.3652,222.63,40.67,20.67,2.35910601,-14.32694488,13.67,33,10.67,0,0,0,False
46,False,1,2,279,True,A,False,true,49.99,160.5,59.99,0.0,0.0,0.03,0.0,3.46,1.67,1.33,2.08375,-4.4552753460000005,0.33,38,0.0,0,0,0,False
34,False,0,2,46,True,D,True,false,79.39,572.0,65.07,13.0,1.81,0.78,-0.226,77.45,20.67,5.67,4.23173913,-1.480841555,9.0,11,0.0,0,0,0,False
66,False,3,1,1030,True,A,False,false,30.67,2.75,29.99,0.0,0.68,-0.055,-0.0136,0.0,0.0,0.0,2.0,12.49848672,0.0,34,1.33,0,0,0,False
34,False,0,3,55,True,B,True,false,101.76,960.5,89.1,78.75,0.0,12.23,1.5864,105.61,14.67,0.0,6.539526832000001,-6.647096981000002,4.0,12,0.0,0,0,0,False
28,False,4,1,200,True,E,False,true,182.85,2534.25,106.37,220.0,0.0,23.935,0.1116,931.48,73.33,137.0,0.884019467,37.77974299,53.33,7,4.0,0,0,2,False
28,False,7,1,1181,False,A,False,true,20.17,8.0,19.99,0.0,0.0,0.2,-0.0036,0.0,1.0,0.0,3.67,2.661764175,0.33,39,0.0,0,0,3,False
34,False,0,1,307,True,B,True,false,20.22,588.75,11.99,18.75,0.0,1.665,0.4736,87.11,16.0,5.67,0.520038397,-12.59990357,4.0,11,0.0,0,0,0,True
32,True,7,1,228,True,B,False,true,52.42,143.25,59.99,0.0,0.0,0.575,-0.0288,15.49,11.33,0.0,2.135650988,1.777299421,8.67,8,0.0,0,0,0,False
60,False,8,3,66,True,A,False,true,142.63,1811.25,54.98,321.75,0.0,-0.025,0.3134,683.97,97.0,36.67,1.068217822,-0.023793878,30.67,42,2.0,0,0,0,False
34,False,0,2,86,True,C,True,false,46.27,510.25,39.99,46.5,0.0,-0.085,-0.0944,161.05,37.33,4.33,1.513631805,-11.47580739,7.67,14,0.33,0,0,1,True
50,True,6,2,156,True,C,False,true,106.94,1263.25,94.99,199.0,3.62,-2.465,0.426,236.27,45.33,4.67,1.692809578,1.5471911369999998,21.0,23,0.0,0,0,0,False
46,False,7,1,892,True,A,False,true,35.68,355.75,44.99,1.25,0.0,-2.595,-0.0138,49.09,37.67,8.0,1.016393443,4.786480321,3.33,30,0.0,0,0,0,False
80,False,7,1,611,True,B,False,true,32.74,123.5,30.0,0.0,0.0,0.17,0.0922,28.68,17.0,6.67,1.4456089630000002,-5.960753865,9.67,21,0.0,0,0,0,False
52,True,7,1,336,True,E,False,true,42.32,226.0,61.82,0.0,0.0,0.0,0.1534,72.47,72.67,17.67,1.4111908709999998,1.6260287530000002,8.67,12,0.33,0,0,0,True
34,False,0,5,17,True,D,True,false,89.07,619.75,49.99,121.5,0.0,-4.815,-0.9618,151.68,48.33,13.0,3.18695568,4.155400581,6.67,12,0.0,0,0,0,True
46,True,4,1,317,True,B,False,true,65.38,586.5,44.99,86.75,0.0,-4.71,-0.5844,166.58,9.0,5.0,1.295649718,2.499571148,15.0,11,4.67,0,0,0,True
34,False,0,2,410,True,F,True,false,51.51,352.75,29.67,42.5,0.35,-2.775,-0.1174,88.66,21.33,0.0,5.8332142860000005,-19.66412481,4.0,23,4.33,0,0,0,True
54,False,7,2,77,True,A,False,true,39.22,113.0,29.99,0.0,0.0,0.66,-0.1846,6.75,4.0,0.67,2.737756714,-6.106311534,2.67,14,0.33,0,0,0,False
38,False,8,4,98,True,G,False,false,55.14,751.75,44.99,28.5,0.0,2.225,-0.403,415.58,29.33,2.67,0.727902782,9.087351476,9.0,19,9.0,0,0,0,False
42,True,6,1,464,True,B,False,true,70.3,276.5,16.5,53.25,0.0,-5.53,1.5942,202.97,23.33,0.0,1.704130136,3.28749916,40.67,16,0.0,0,0,0,False
50,False,7,4,284,True,A,False,true,51.99,626.0,59.99,0.0,1.75,3.76,0.1042,103.52,6.0,0.0,1.310138889,-9.720589858,4.67,32,0.33,0,0,3,False
30,True,6,3,228,False,D,False,true,29.99,47.5,39.99,0.0,0.0,-0.03,0.0,1.58,0.0,0.0,2.049475262,-18.3661884,2.33,10,0.0,0,0,0,False
34,False,0,1,249,True,B,True,false,32.78,66.25,44.99,0.0,0.0,-0.385,-0.0558,0.0,0.0,0.0,0.0,-2.0872114180000003,0.0,8,0.0,0,0,0,False
38,False,5,1,342,True,C,False,true,80.65,577.75,54.99,101.75,0.0,-3.995,-0.6782,0.0,0.0,0.0,0.0,12.09450351,0.0,12,0.0,0,0,0,True
52,True,9,2,387,True,C,False,true,44.63,284.75,10.0,73.5,0.0,-3.875,-0.6078,65.15,28.0,2.33,1.399747395,8.356701197000001,10.0,21,0.0,0,0,0,True
36,False,7,1,373,True,B,False,true,10.0,22.25,10.0,0.0,0.0,-0.225,0.0,0.0,0.33,0.0,1.388333333,-4.575005731,1.33,13,0.0,0,0,0,True
78,True,6,2,166,True,A,False,true,30.09,295.25,30.0,0.25,0.0,0.255,-0.0018,63.39,9.67,0.0,1.636249213,2.792474734,15.0,27,1.0,0,0,0,False
46,True,6,1,923,False,A,False,true,31.65,74.25,29.99,4.75,0.0,-1.185,-0.0332,26.71,5.67,3.0,1.285714286,6.330754584,5.0,30,0.33,0,0,1,True
46,False,5,1,706,True,B,False,true,42.74,7.0,42.49,1.0,0.0,-0.1,-0.005,0.0,0.0,0.0,0.0,-4.519434507,0.0,24,0.0,0,0,0,True
34,False,3,2,32,True,G,True,false,79.26,640.5,44.99,108.75,0.77,15.03,0.633,173.1,114.67,51.33,1.351865703,4.798169668,14.0,7,4.67,0,0,3,False
34,False,0,1,230,True,A,True,false,10.25,55.75,10.0,0.0,0.0,-1.115,-0.005,2.51,2.67,1.33,2.814713896,3.882412442,0.33,8,0.0,0,0,0,True
48,False,8,1,633,True,B,False,true,66.62,375.5,32.49,109.75,0.0,-4.27,-0.6826,80.51,50.33,26.0,0.516762307,0.15573773400000002,4.67,21,1.0,0,0,0,True
62,True,4,3,350,True,B,False,true,33.25,207.5,40.0,8.5,0.0,0.75,-0.0648,22.55,5.33,1.67,2.604814815,-7.42329808,4.0,12,0.33,0,0,3,True
30,True,4,1,580,True,C,False,true,79.04,1883.75,84.99,1.5,0.0,-2.675,0.0176,448.07,29.67,12.33,1.456267561,8.045973396,6.0,20,2.0,0,0,0,False
36,False,6,1,488,True,B,False,true,97.62,708.75,69.99,134.75,0.52,1.745,0.2742,132.59,31.0,0.0,7.310868717999999,-15.81511114,17.67,16,0.0,0,0,0,True
34,False,0,1,336,True,B,True,false,88.33,1093.0,69.99,79.25,0.36,-5.66,-0.4876,281.89,121.0,44.0,1.329842932,-10.00736037,21.67,12,6.0,0,0,3,False
26,False,8,1,1019,False,C,False,true,32.55,30.75,16.99,0.0,1.27,0.245,0.1876,0.0,0.0,0.0,13.33,-16.05512395,1.0,34,0.0,0,0,1,True
34,False,0,3,221,True,F,True,false,120.87,1058.75,76.98,123.75,0.69,-0.655,-0.6779999999999999,242.41,66.67,44.33,3.818707925,-4.234365458,15.67,23,4.0,0,0,0,True
36,True,2,1,182,True,A,False,true,30.26,41.0,29.99,0.0,0.0,0.4,-0.0054,0.0,0.0,0.0,3.511278195,-4.278974973,1.0,6,0.0,0,0,0,True
52,False,7,1,268,True,D,False,true,30.26,178.5,39.99,0.0,0.0,0.97,-0.0054,0.0,0.0,0.0,0.0,-5.397091356000002,0.0,9,0.0,0,0,0,False
22,False,1,2,43,True,B,True,true,56.87,771.75,59.99,17.0,0.0,0.565,-0.1316,153.76,39.0,13.67,0.918853094,-17.27069169,18.67,10,0.0,0,0,0,False
34,False,3,5,133,True,F,True,true,100.74,1178.75,49.99,126.25,0.0,1.805,0.613,100.22,54.0,15.0,0.881523438,11.00170854,23.33,35,0.67,0,0,0,False
34,False,3,1,305,True,G,True,true,53.55,524.25,50.43,36.75,0.0,-0.165,0.2448,378.73,8.0,7.33,0.637382561,19.15772488,4.33,10,4.0,0,0,0,False
