RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,67,160,4,49,27,0,0,97,48,7,6,29,6,45,35,5,5,30,76.0,5,2,0,70,0.16,True,False,93.0,20
Good,64,240,4,83,33,0,0,94,48,7,6,37,1,58,35,1,1,62,80.0,6,4,2,77,0.16,True,False,89.0,28
Bad,62,144,2,43,22,0,0,100,122,7,7,23,3,35,0,1,1,74,41.0,6,4,3,71,0.16,False,False,96.0,16
Bad,90,214,9,110,20,0,0,100,122,7,7,22,2,9,0,0,0,6,,2,2,0,25,0.16,False,False,91.0,5
Good,75,260,5,101,9,3,1,58,28,7,4,12,2,33,0,1,1,12,99.0,2,2,0,44,0.16,True,False,75.0,5
Good,69,187,5,53,24,0,0,100,122,7,7,24,4,33,14,0,0,51,98.0,6,3,3,60,0.16,False,False,100.0,14
Good,89,490,6,99,18,0,0,100,122,7,7,18,2,39,35,0,0,2,52.0,2,2,0,57,0.16,False,False,100.0,10
Good,66,240,13,87,19,2,1,95,4,5,5,22,0,43,3,2,2,30,33.0,4,3,1,89,0.4901960784313725,True,True,86.0,19
Good,90,235,16,141,13,0,0,100,122,7,7,14,0,21,35,0,0,10,,2,1,0,43,0.16,False,False,93.0,6
Good,75,234,0,73,34,1,0,97,30,7,5,45,6,11,0,2,2,11,88.0,6,2,1,33,0.16,True,False,76.0,14
Good,86,204,10,79,15,0,0,100,122,7,7,15,1,40,0,0,0,0,,0,1,0,25,0.16,False,False,100.0,3
Bad,64,212,2,61,33,1,0,87,11,6,5,39,7,49,35,10,10,0,100.0,1,5,0,50,0.4901960784313725,True,True,85.0,19
Good,75,191,3,71,25,0,0,100,122,7,7,26,4,42,10,0,0,66,86.0,6,2,1,73,0.16,False,False,96.0,18
Bad,64,164,7,70,16,2,1,89,69,7,4,18,1,11,0,4,4,89,,9,1,4,91,0.16,True,False,89.0,16
Bad,70,243,7,80,57,0,0,98,62,7,6,58,2,43,3,2,2,48,87.0,10,4,4,74,0.16,True,False,98.0,42
Bad,62,185,9,52,14,1,0,76,3,6,5,17,1,65,0,5,5,26,70.0,3,4,1,100,0.4901960784313725,True,True,82.0,17
Bad,62,226,4,79,42,0,0,98,76,7,6,42,6,21,0,1,1,50,81.0,13,3,4,80,0.16,True,False,100.0,33
Bad,70,55,0,20,6,0,0,100,122,7,7,11,6,18,0,6,6,28,36.0,3,2,0,45,0.16,False,False,55.0,4
Good,84,160,4,70,18,0,0,100,122,7,7,18,2,39,0,0,0,26,97.0,2,2,0,40,0.16,False,False,100.0,7
Good,70,210,9,65,10,2,2,90,17,7,6,10,1,40,0,0,0,40,48.0,3,3,1,86,0.16,True,False,100.0,8
Good,64,325,15,113,37,1,1,98,46,7,6,37,0,28,0,1,1,21,32.0,3,2,1,31,0.16,True,False,100.0,11
Good,85,320,17,104,18,0,0,94,46,7,6,46,0,17,0,0,0,3,75.0,1,2,0,27,0.16,True,False,39.0,12
Bad,86,317,17,95,12,0,0,92,31,7,6,13,0,0,0,0,0,7,,3,2,0,80,0.16,True,False,92.0,10
Bad,70,73,1,33,8,0,0,100,122,7,7,9,2,0,0,2,2,67,,5,2,2,83,0.16,False,False,89.0,7
Good,60,131,6,50,31,0,0,100,122,7,7,31,2,35,10,0,0,75,54.0,14,5,8,95,0.16,False,False,100.0,29
Good,63,294,16,146,11,4,1,59,8,6,4,17,0,18,0,0,0,34,,7,1,1,67,0.4901960784313725,True,True,65.0,11
Good,86,187,14,99,23,0,0,100,122,7,7,46,0,13,8,0,0,2,17.0,2,2,0,80,0.16,False,False,50.0,36
Good,82,153,5,46,4,0,0,100,122,7,7,4,2,50,0,0,0,16,,1,1,0,100,0.16,False,False,100.0,4
Good,87,387,13,168,16,0,0,100,122,7,7,16,0,38,0,0,0,1,,2,1,0,38,0.16,False,False,100.0,6
Good,71,164,13,81,28,0,0,81,6,6,6,32,0,63,1,1,1,4,87.0,5,2,0,78,0.4901960784313725,True,True,88.0,24
Bad,72,184,4,76,31,0,0,100,122,7,7,33,3,27,35,1,1,22,41.0,5,3,1,53,0.16,False,False,94.0,17
Bad,64,92,3,35,21,2,2,91,33,7,6,24,5,23,0,1,1,9,58.0,3,4,0,53,0.16,True,False,88.0,12
Good,72,156,2,53,16,2,0,89,50,7,5,24,1,37,35,0,0,29,50.0,2,2,1,44,0.16,True,False,67.0,10
Bad,68,74,3,32,14,1,1,93,30,7,3,15,4,40,0,0,0,58,32.0,2,5,1,64,0.16,True,False,93.0,9
Good,86,324,11,132,8,0,0,100,122,7,7,8,1,38,35,0,0,39,,1,2,0,33,0.16,False,False,100.0,2
Good,84,219,18,61,10,0,0,100,122,7,7,10,0,10,0,0,0,13,,6,1,0,78,0.16,False,False,100.0,7
Good,88,302,22,93,14,0,0,100,122,7,7,16,0,7,4,1,1,2,,4,2,0,67,0.16,False,False,88.0,10
Bad,63,88,7,56,5,2,2,83,53,7,2,6,1,50,0,2,2,97,,2,1,1,75,0.16,True,False,83.0,4
Bad,72,149,14,52,22,1,1,95,19,7,6,23,0,68,0,0,0,28,91.0,5,4,0,100,0.16,True,False,96.0,23
Good,79,196,3,50,13,0,0,100,122,7,7,13,3,46,0,0,0,48,,2,1,2,60,0.16,False,False,100.0,7
Good,77,213,4,96,45,0,0,96,33,7,6,47,3,23,0,2,2,11,,4,2,0,31,0.16,True,False,96.0,14
Bad,71,97,9,59,20,0,0,100,122,7,7,20,1,65,0,0,0,84,77.0,3,6,3,75,0.16,False,False,100.0,15
Good,76,171,28,66,6,0,0,100,122,7,7,6,0,33,0,1,1,59,56.0,2,1,1,75,0.16,False,False,100.0,4
Good,67,143,2,49,11,0,0,83,7,6,6,12,2,25,0,5,5,53,76.0,2,1,1,43,0.4901960784313725,True,True,92.0,5
Bad,86,169,6,82,5,0,0,100,122,7,7,5,1,60,0,1,1,24,75.0,1,3,0,100,0.16,False,False,100.0,5
Good,80,208,2,94,17,0,0,100,122,7,7,19,2,37,0,1,1,49,32.0,4,2,1,100,0.16,False,False,89.0,19
Good,71,196,8,76,10,2,1,91,54,7,5,11,1,36,3,2,2,57,,3,3,0,86,0.16,True,False,91.0,9
Bad,57,257,7,81,11,5,3,40,7,3,3,15,1,40,0,1,1,11,,3,1,0,57,0.4901960784313725,True,True,73.0,8
Bad,55,137,7,67,13,1,1,79,1,2,2,14,1,21,0,9,8,26,89.0,2,2,0,71,0.4901960784313725,True,True,93.0,9
Good,86,142,2,75,18,0,0,100,122,7,7,19,1,37,10,0,0,2,,3,1,0,57,0.16,False,False,95.0,10
Bad,81,261,4,67,22,0,0,100,122,7,7,24,2,33,0,1,1,29,68.0,3,3,1,50,0.16,False,False,92.0,12
Bad,79,298,8,87,30,0,0,90,18,7,6,34,2,29,7,0,0,14,18.0,5,2,0,64,0.16,True,False,88.0,21
Good,63,142,3,58,9,4,4,75,16,7,2,12,2,42,12,0,0,0,99.0,2,2,0,100,0.16,True,False,75.0,12
Good,90,210,19,95,24,0,0,100,122,7,7,25,0,21,17,0,0,4,36.0,4,2,0,38,0.16,False,False,96.0,9
Bad,68,95,4,42,21,0,0,100,122,7,7,22,2,14,0,2,2,65,13.0,3,2,1,83,0.16,False,False,95.0,18
Bad,72,132,8,66,21,0,0,95,17,7,6,22,1,27,0,0,0,39,83.0,7,3,0,83,0.16,True,False,95.0,18
Good,87,172,14,72,13,0,0,100,122,7,7,13,0,46,16,0,0,0,82.0,0,2,0,40,0.16,False,False,100.0,5
Bad,70,166,7,86,19,0,0,95,20,7,6,20,1,40,0,0,0,59,79.0,5,3,1,73,0.16,True,False,95.0,14
Bad,63,44,14,30,5,0,0,80,9,6,6,5,0,80,0,9,9,68,85.0,1,1,0,100,0.4901960784313725,True,True,100.0,5
Good,80,195,10,67,24,0,0,100,122,7,7,25,1,25,22,0,0,36,27.0,3,2,0,83,0.16,False,False,96.0,20
Bad,65,97,2,50,26,2,1,86,4,5,5,28,2,61,35,1,1,2,47.0,1,6,0,78,0.4901960784313725,True,True,93.0,21
Good,85,346,3,68,35,0,0,97,62,7,6,39,7,36,0,3,3,1,64.0,1,3,0,25,0.16,True,False,90.0,9
Good,65,170,7,67,12,1,0,60,38,7,5,15,2,40,7,0,0,71,,3,2,2,71,0.16,True,False,80.0,10
Good,82,159,3,60,30,0,0,100,122,7,7,30,4,30,6,0,0,7,35.0,4,3,0,78,0.16,False,False,100.0,23
Bad,59,75,4,43,22,0,0,96,18,7,6,23,2,30,0,7,7,59,82.0,14,4,2,90,0.16,True,False,96.0,20
Good,78,130,4,64,22,0,0,100,122,7,7,22,1,18,35,5,5,10,,3,2,1,43,0.16,False,False,100.0,9
Good,86,307,24,131,14,0,0,100,122,7,7,15,0,0,0,0,0,10,,2,2,0,29,0.16,False,False,93.0,4
Good,66,147,4,68,37,5,4,90,73,7,2,42,3,43,1,1,1,65,78.0,10,3,2,87,0.16,True,False,88.0,36
Bad,62,146,14,61,10,2,2,82,18,7,6,12,0,55,0,2,2,50,,4,1,2,100,0.16,True,False,83.0,12
Bad,75,224,4,63,18,1,0,84,10,6,5,19,5,26,0,0,0,15,,4,1,1,56,0.4901960784313725,True,True,95.0,10
Good,87,172,11,72,19,0,0,100,122,7,7,19,1,32,16,0,0,0,25.0,1,2,0,27,0.16,False,False,100.0,5
Good,79,128,4,49,52,0,0,100,122,7,7,54,5,72,2,5,5,9,74.0,2,12,0,74,0.16,False,False,96.0,39
Bad,59,207,6,68,16,0,0,82,2,6,6,17,2,29,0,2,2,32,,5,2,2,64,0.4901960784313725,True,True,94.0,10
Bad,63,176,16,80,23,1,1,76,6,2,2,25,0,64,0,0,0,57,48.0,3,4,1,88,0.4901960784313725,True,True,92.0,22
Bad,83,210,3,74,24,0,0,100,122,7,7,24,3,29,0,3,3,11,87.0,2,2,0,40,0.16,False,False,100.0,9
Bad,64,242,18,124,16,2,0,47,2,6,5,19,0,74,0,4,4,27,,2,3,0,100,0.4901960784313725,True,True,84.0,19
Good,82,144,9,61,24,1,0,96,49,7,5,25,1,24,0,1,1,5,47.0,4,2,0,46,0.16,True,False,96.0,11
Good,73,170,8,61,27,2,1,90,17,7,3,29,1,17,0,0,0,21,,4,1,0,33,0.16,True,False,93.0,9
Good,83,306,2,92,30,0,0,100,122,7,7,32,3,22,0,0,0,18,,5,1,1,43,0.16,False,False,94.0,13
Good,82,254,12,84,29,0,0,97,32,7,6,29,0,34,0,0,0,7,55.0,3,3,0,58,0.16,True,False,100.0,16
Bad,64,91,4,55,19,1,1,90,0,2,2,20,2,50,0,2,2,24,81.0,6,3,1,82,0.4901960784313725,True,True,95.0,16
Bad,64,258,4,123,10,1,0,64,5,6,5,11,2,9,0,2,2,36,,4,2,1,50,0.4901960784313725,True,True,91.0,5
Good,71,176,14,79,29,0,0,97,11,7,6,33,0,14,0,2,2,15,,3,1,2,40,0.16,True,False,88.0,13
Good,66,437,4,113,27,9,9,96,51,2,6,33,2,11,8,0,0,17,85.0,3,1,0,31,0.4901960784313725,True,True,82.0,10
Good,76,280,12,77,25,0,0,100,122,7,7,25,0,40,0,0,0,17,42.0,2,4,1,50,0.16,False,False,100.0,12
Bad,60,45,1,18,13,0,0,100,122,7,7,15,4,40,1,1,1,71,65.0,5,2,1,88,0.16,False,False,87.0,13
Good,83,127,4,60,18,0,0,100,122,7,7,18,5,44,3,1,1,8,81.0,1,3,1,83,0.16,False,False,100.0,14
Good,64,150,8,48,23,0,0,96,23,7,6,23,2,61,0,2,2,65,96.0,2,6,1,73,0.16,True,False,100.0,16
Good,79,140,15,70,24,1,0,96,18,7,5,25,0,32,0,3,1,0,74.0,0,2,0,22,0.16,True,False,96.0,5
Good,60,261,2,121,10,1,0,46,41,7,5,13,1,38,2,1,1,4,101.0,3,2,0,100,0.16,True,False,77.0,13
Good,75,116,2,61,41,0,0,100,122,7,7,42,1,17,0,2,1,34,,2,2,1,22,0.16,False,False,98.0,9
Good,77,143,11,74,21,0,0,100,122,7,7,22,1,23,0,1,1,13,15.0,5,2,1,80,0.16,False,False,95.0,17
Bad,66,176,7,83,17,0,0,94,8,6,6,17,1,35,35,0,0,64,,2,1,2,57,0.4901960784313725,True,True,100.0,9
Good,89,315,13,90,13,0,0,100,122,7,7,13,0,15,0,0,0,6,85.0,1,1,0,33,0.16,False,False,100.0,4
Bad,58,206,3,81,32,2,0,91,35,7,5,34,1,50,1,2,2,54,85.0,4,2,1,64,0.16,True,False,94.0,21
Good,88,312,11,109,17,0,0,100,122,7,7,17,2,53,0,2,2,5,,2,2,0,67,0.16,False,False,100.0,11
Good,82,252,51,191,13,0,0,77,21,7,6,13,0,8,35,0,0,4,,1,1,0,38,0.16,True,False,100.0,4
Bad,80,224,2,67,39,0,0,95,14,7,6,40,2,15,0,2,2,2,37.0,4,3,0,39,0.16,True,False,98.0,15
Bad,72,177,21,75,15,1,0,94,13,7,5,16,0,38,0,0,0,30,,5,1,1,86,0.16,True,False,94.0,13
Bad,83,282,3,65,22,0,0,95,17,7,6,22,3,55,0,1,1,0,71.0,0,4,0,57,0.16,True,False,100.0,12
Good,85,216,6,66,20,0,0,100,122,7,7,20,2,45,2,1,1,4,75.0,3,2,1,45,0.16,False,False,100.0,9
Bad,65,187,6,86,31,0,0,94,17,7,6,32,1,34,0,1,1,58,77.0,10,4,4,93,0.16,True,False,97.0,29
Bad,74,158,6,73,14,0,0,93,9,6,6,14,1,64,0,0,0,29,28.0,2,3,0,83,0.4901960784313725,True,True,100.0,11
Good,76,221,3,75,30,0,0,100,122,7,7,30,3,10,9,0,0,22,,9,2,3,47,0.16,False,False,100.0,14
Good,75,162,12,88,16,1,1,83,7,6,3,18,0,33,11,0,0,13,45.0,3,3,0,60,0.4901960784313725,True,True,89.0,10
Bad,74,455,4,194,20,0,0,95,43,7,6,20,2,25,6,0,0,43,96.0,7,3,1,71,0.16,True,False,100.0,14
Good,77,496,39,177,17,0,0,95,8,6,6,20,0,65,3,2,1,4,,2,3,0,50,0.4901960784313725,True,True,85.0,10
Bad,68,164,12,78,48,1,1,94,6,6,6,50,0,29,0,2,2,67,56.0,4,10,2,74,0.4901960784313725,True,True,96.0,37
Bad,66,136,6,62,55,1,1,98,14,7,2,57,4,23,0,1,1,41,60.0,9,5,4,56,0.16,True,False,96.0,31
Good,84,337,1,84,36,0,0,100,122,7,7,44,3,16,0,2,2,3,100.0,6,2,0,53,0.16,False,False,82.0,23
Bad,56,182,26,66,20,2,2,80,3,6,6,21,0,25,0,0,0,42,,11,1,3,92,0.4901960784313725,True,True,95.0,19
Good,83,181,2,150,5,0,0,100,122,7,7,10,1,17,35,1,1,28,99.0,1,1,1,100,0.16,False,False,50.0,10
Bad,75,278,3,93,17,0,0,100,122,7,7,17,4,47,2,2,2,43,,3,2,1,100,0.16,False,False,100.0,17
Good,88,300,12,110,19,0,0,100,122,7,7,19,0,42,11,0,0,7,,2,1,0,50,0.16,False,False,100.0,9
Good,72,133,10,63,17,0,0,100,122,7,7,17,1,24,0,2,2,52,,3,1,2,83,0.16,False,False,100.0,14
Bad,78,234,11,115,15,0,0,93,62,7,6,15,1,33,0,0,0,76,57.0,3,2,1,63,0.16,True,False,100.0,9
Bad,58,122,5,52,12,2,1,85,14,2,5,13,2,46,35,1,1,72,73.0,5,4,2,100,0.4901960784313725,True,True,92.0,13
Good,81,419,11,240,13,0,0,100,122,7,7,13,1,8,11,0,0,55,,3,2,1,50,0.16,False,False,100.0,6
Good,78,98,12,40,10,0,0,90,35,7,6,10,0,10,0,3,2,0,,0,2,0,0,0.16,True,False,100.0,0
Bad,83,92,2,41,18,0,0,100,122,7,7,19,7,32,35,0,0,13,92.0,7,2,0,69,0.16,False,False,95.0,13
